	2-1-10-T0-T	2-1-10-T1-T	2-1-10-T2-T	2-1-10-T3-T	2-1-5-T-minus-1	2-1-5-T1-T	2-1-5-T2-T	2-1-5-T3-T	2-1-6-T0-T	2-1-6-T3-T	2-1-8-T0-T	2-1-8-T1-T	2-1-8-T2-T	2-1-8-T3-T	2-2-2-T0-C	2-2-2-T1-C	2-2-2-T2-C	2-2-2-T3-C	2-2-4-T0-C	2-2-4-T1-C	2-2-4-T3-C	2-2-9-T0-C	2-2-9-T1-C	2-2-9-T3-C	3-1-1-T0-T	3-1-1-T1-T	3-1-1-T2-T	3-1-1-T3-T	3-1-2-T0-T	3-1-2-T1-T	3-1-2-T3-T	3-1-3-T0-T	3-1-3-T1-T	3-1-3-T2-T	3-1-3-T3-T	3-1-6-T-minus-1	3-1-6-T0-T	3-1-6-T1-T	3-1-6-T2-T	3-1-6-T3-T	3-3-1-T0-C	3-3-1-T1-C	3-3-1-T2-C	3-3-1-T3-C	3-3-3-T0-C	3-3-3-T1-C	3-3-3-T2-C	3-3-3-T3-C	3-3-4-T-minus-1	3-3-4-T0-C	3-3-4-T1-C	3-3-4-T2-C	3-3-4-T3-C	7-4-10-T2-T	7-4-4-T1-T	7-4-4-T2-T	7-4-4-T3-T	7-4-5-T2-T	7-4-5-T3-T	7-4-8-T0-T	7-4-8-T1-T	7-4-8-T2-T	7-4-8-T3-T	7-6-1-T0	7-6-2-T2-C	7-6-8-T1-C	8-4-1-T2-T	8-4-4-T0-T	8-4-4-T1-T	8-4-6-T1-T	8-4-6-T3-T	8-4-9-T0-T	8-4-9-T1-T	8-4-9-T3-T	8-5-4-T0-C	8-5-5-T0-C	8-6-10-T1-C	8-6-4-T2-C	8-6-5-T1-C	8-6-5-T2-C	8-6-5-T3-C	Cyclops-3	pop1-1	pop1-10	pop1-2	pop1-3	pop1-4	pop1-6	pop1-7	pop1-8	pop1-9	pop10-1	pop10-10	pop10-2	pop10-3	pop10-4	pop10-5	pop10-6	pop10-7	pop10-8	pop10-9	pop11-1	pop11-10	pop11-2	pop11-3	pop11-4	pop11-5	pop11-6	pop11-7	pop11-8	pop11-9	pop12-2	pop12-5	pop12-9	pop2-4	pop2-5	pop3-4	pop4-1	pop4-10	pop4-2	pop4-3	pop4-4	pop4-6	pop4-7	pop4-8	pop4-9	pop5-1	pop5-10	pop5-2	pop5-3	pop5-4	pop5-5	pop5-6	pop5-8	pop5-9	pop6-1	pop6-10	pop6-2	pop6-3	pop6-4	pop6-5	pop6-6	pop6-7	pop6-8	pop6-9	pop7-1	pop7-10	pop7-2	pop7-3	pop7-4	pop7-5	pop7-6	pop7-7	pop7-8	pop7-9	pop8-2	pop8-3	pop8-4	pop8-5	pop8-6	pop8-7	pop8-8	pop8-9	pop9-1	pop9-10	pop9-2	pop9-4	pop9-5	pop9-6	pop9-7	pop9-8	pop9-9	WMC-T0	WMC-T1	WMC-T2	WMC-T3	WMT-T0	WMT-T1	WMT-T2	WMT-T3	WPC-T0	WPC-T1	WPC-T2	WPC-T3	WPT-T0	WPT-T1	WPT-T2	WPT-T3
ASV_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	40	131	645	17	31	235	529	6	24	110	152	27	32	253	803
ASV_22	22	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	16	0	0	0	0	0	6	26	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	5	0	1	6	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	5	10	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	81	68	170	57	72	142	79	1744	67	71	1	31	4	35	14	41	6	18	174	5	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0
ASV_23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	235	104	148	356	156	184	112	181	60	50	35	269	158	184	194
ASV_24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	13	6	0	0	14	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	5	72	2375	57
ASV_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	269	122	212	194	129	195	133	105	57	64	54	164	152	236	190
ASV_26	0	7	0	0	0	23	10	3	0	233	9	3	55	8	0	0	1	13	0	1	60	0	25	0	0	3	5	63	0	3	14	0	0	0	8	11	186	1090	25	5	0	8	0	15	33	0	0	1	0	0	0	0	0	0	0	0	19	2	36	1	3	1	1	0	0	0	0	2	2	3	0	4	3	10	371	0	2	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	6	0	0	0	6	0	0	1	0	0	1	0	0	0	0	6	0	0	3	0	0	0	0	2	1	0
ASV_27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	24	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	38	137	40	66	62	101	673	21	26	6	143	4	33	23	107	16	93	395	37	14	14	4	0	0	0	1	13	9	16	4	3	7	0	16	11	5	5	12	4	6	1	4	2	8	6	22	5	2	15	18	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	19	144	186	103	26	384	138	66	15	150	49	151	29	544	189
ASV_29	8	17	13	18	3	23	17	17	21	21	22	19	42	16	41	15	25	13	46	21	38	9	9	9	29	23	49	83	14	67	41	31	10	23	27	2	23	28	304	3	18	44	56	9	15	24	23	13	0	31	2	10	17	0	9	13	22	43	72	12	10	7	1	13	22	23	14	4	10	4	24	16	21	39	10	31	9	16	10	9	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	9	78	31	4	33	20	0	21	29	2	4	18	3	7
ASV_30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	24	173	196	16	49	384	170	16	6	122	27	28	46	656	182
ASV_31	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	2	0	0	0	0	18	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	215	21	83	30	49	70	42	987	27	28	16	22	11	44	9	27	14	47	305	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_32	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	171	55	89	250	115	102	87	129	46	50	20	213	86	162	153
ASV_33	33	20	15	12	0	3	28	7	9	39	8	1	0	6	27	33	47	58	32	47	67	10	33	26	12	0	2	0	0	0	0	0	0	2	0	0	0	9	0	0	0	2	0	0	0	0	1	0	0	0	8	10	10	7	36	9	11	20	20	30	79	40	21	69	20	6	87	46	37	41	51	99	86	43	4	16	6	1	35	50	41	0	2	0	0	0	0	1	1	0	0	3	0	0	1	0	0	0	0	1	1	0	2	9	6	11	0	6	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	2	0	4	0	0	0	0	4	5	12	5	38	9	7	19	73	34	0	13	9	2	0	9	5	3	1	15	2	10	1	10	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_34	0	0	0	51	0	6	0	5	0	2	0	0	0	13	0	8	0	0	0	20	0	0	3	0	0	0	8	621	0	0	81	0	0	0	115	0	0	0	28	0	0	6	22	11	0	4	0	22	0	0	14	0	5	0	0	0	0	711	79	0	0	1	0	0	0	0	0	0	0	0	4	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	3	3	1	2	39	0	0	0	2	0	4	0	5	2	3	21	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	4	0	0	0	0	0	10	2	0	0
ASV_35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	38	126	96	46	47	381	92	35	5	174	20	43	40	574	110
ASV_36	9	13	5	28	7	13	6	19	25	10	6	5	10	8	11	17	4	20	10	8	24	0	20	20	45	11	57	131	6	33	42	13	16	19	26	3	11	11	285	23	20	28	41	18	31	0	10	12	3	21	28	5	12	1	9	2	9	28	34	6	12	9	10	9	35	22	19	9	14	1	9	8	10	0	7	12	2	10	0	6	44	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	14	12	22	7	11	57	33	3	21	20	17	4	11	1	13
ASV_37	0	33	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	144	0	0	0	0	0	1103	396	0	4	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	273	144	21	69	381	91	43	49	189	50	17	16	272	85	26	78
ASV_39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	29	211	18	55	34	467	21	37	18	208	6	74	32	484	33
ASV_40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	203	95	96	168	72	205	85	101	18	67	20	124	100	137	118
ASV_41	63	14	33	65	15	67	29	14	2	80	76	48	0	127	81	92	1	78	13	38	35	62	27	2	1	1	4	10	14	17	0	5	0	6	33	4	22	6	20	6	2	0	0	16	5	16	3	29	6	1	0	27	66	4	0	0	1	0	1	2	2	2	2	1	1	0	1	0	0	1	2	0	2	1	0	0	0	0	0	1	0	0	18	5	31	6	47	6	10	37	26	7	0	0	0	1	1	1	1	0	4	0	0	1	1	2	0	8	1	0	0	0	0	0	35	42	1	2	3	0	1	4	2	0	0	4	0	0	0	0	2	0	1	0	2	2	0	5	3	3	3	2	1	0	0	0	0	0	0	0	0	2	1	0	2	0	0	1	1	0	0	0	0	0	6	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_42	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	13	81	311	15	6	189	345	12	1	57	90	11	3	167	351
ASV_43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1592	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	292	159	59	20	156	142	53	20	65	69	36	33	148	215	99
ASV_45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	106	38	90	233	66	89	61	108	33	43	21	154	66	90	101
ASV_46	10	0	3	23	2	15	6	20	0	11	8	9	15	15	21	27	12	13	35	13	9	27	8	14	59	11	62	38	7	4	14	49	16	32	44	2	6	8	175	17	10	10	17	5	7	19	15	0	6	25	12	20	26	1	5	5	3	30	26	11	3	3	0	2	6	6	8	3	3	2	13	1	3	2	10	5	4	14	4	3	43	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	15	51	7	7	28	7	12	35	5	22	5	9	2	8
ASV_47	0	3	1	15	10	29	29	17	14	1	5	9	2	19	28	15	4	9	2	9	19	30	12	4	23	12	39	28	7	47	34	31	39	21	1	0	24	30	116	4	3	36	28	14	25	19	31	12	0	6	35	14	10	14	1	0	11	28	9	8	1	3	13	13	20	11	14	2	5	1	11	6	9	7	3	2	5	8	3	4	28	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	16	7	77	10	14	21	9	13	20	23	11	1	10	3	0
ASV_48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	125	51	84	159	52	63	69	96	38	31	20	171	85	92	116
ASV_49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	92	61	60	180	42	130	74	108	22	24	16	166	86	97	122
ASV_50	8	1	6	10	11	16	10	2	25	21	16	3	35	11	18	22	3	1	33	13	16	8	11	9	29	5	31	8	8	11	24	9	29	1	53	10	31	18	145	9	16	27	29	25	6	10	66	9	2	21	16	2	15	3	1	1	4	10	8	6	6	4	4	0	16	27	6	2	7	0	5	1	12	15	3	8	7	0	12	6	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	54	61	16	0	52	7	7	26	10	3	0	7	2	15
ASV_51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	180	83	80	148	59	83	75	82	34	25	15	114	83	76	113
ASV_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	69	75	173	93	48	115	171	45	9	34	57	44	44	58	271
