	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_4664	Bacteria	Desulfobacterota	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA
ASV_4991	Bacteria	Desulfobacterota	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA
ASV_5213	Bacteria	Desulfobacterota	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA
ASV_5537	Bacteria	Desulfobacterota	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA
ASV_5909	Bacteria	Desulfobacterota	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA
ASV_6142	Bacteria	Firmicutes	Firmicutes_NA	Firmicutes_NA	Firmicutes_NA	Firmicutes_NA	Firmicutes_NA
ASV_6390	Bacteria	Firmicutes	Firmicutes_NA	Firmicutes_NA	Firmicutes_NA	Firmicutes_NA	Firmicutes_NA
ASV_4464	Bacteria	Latescibacterota	Latescibacterota_NA	Latescibacterota_NA	Latescibacterota_NA	Latescibacterota_NA	Latescibacterota_NA
ASV_5632	Bacteria	Latescibacterota	Latescibacterota_NA	Latescibacterota_NA	Latescibacterota_NA	Latescibacterota_NA	Latescibacterota_NA
ASV_6209	Bacteria	Latescibacterota	Latescibacterota_NA	Latescibacterota_NA	Latescibacterota_NA	Latescibacterota_NA	Latescibacterota_NA
ASV_6581	Bacteria	Latescibacterota	Latescibacterota_NA	Latescibacterota_NA	Latescibacterota_NA	Latescibacterota_NA	Latescibacterota_NA
ASV_3133	Bacteria	Margulisbacteria	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA
ASV_3784	Bacteria	Margulisbacteria	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA
ASV_4012	Bacteria	Margulisbacteria	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA
ASV_4162	Bacteria	Margulisbacteria	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA
ASV_4888	Bacteria	Margulisbacteria	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA
ASV_4987	Bacteria	Margulisbacteria	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA
ASV_5019	Bacteria	Margulisbacteria	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA
ASV_5201	Bacteria	Margulisbacteria	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA
ASV_5207	Bacteria	Margulisbacteria	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA
ASV_5405	Bacteria	Margulisbacteria	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA
ASV_5786	Bacteria	Margulisbacteria	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA
ASV_5861	Bacteria	Margulisbacteria	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA
ASV_6317	Bacteria	Margulisbacteria	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA
ASV_6424	Bacteria	Margulisbacteria	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA
ASV_6523	Bacteria	Margulisbacteria	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA
ASV_6539	Bacteria	Margulisbacteria	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA
ASV_7024	Bacteria	Margulisbacteria	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA	Margulisbacteria_NA
ASV_268	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_606	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_621	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_692	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_738	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_767	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_785	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_1005	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_1066	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_1163	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_1199	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_1275	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_1319	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_1384	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_1404	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_1529	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_1534	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_1555	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_1665	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_1807	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_1828	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_1830	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_1919	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_1970	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_2010	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_2013	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_2015	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_2064	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_2130	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_2231	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_2293	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_2307	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_2412	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_2510	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_2646	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_2653	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_2740	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_2863	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_2867	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_2961	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_2984	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_3116	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_3441	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_3604	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_3605	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_3793	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_3814	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_4018	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_4029	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_4044	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_4051	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_5014	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_5020	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_5347	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_5438	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_5534	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_5801	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_5808	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_5809	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_6068	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_6379	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_6380	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_6443	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_6459	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_7039	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_7066	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_7194	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_7211	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_7216	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_7297	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_7438	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_8061	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_8086	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_8101	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_8135	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_8161	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_8182	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_8186	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_8213	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_8236	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_8282	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_8530	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_8531	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_8602	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_8655	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
ASV_8867	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA	Marinimicrobia (SAR406 clade)_NA
